,売上高10%増フラグ,売上高成長率t+1,売上高t+1,売上高t,売上高t-1,売上高t-2,売上高成長率t,売上高成長率t-1,資産t,負債t,純資産t,営業利益t,当期純利益t,営業CFt,投資CFt,財務CFt,ROSt,ROAt,ROEt,ATt,LEVt,営業CF比率t,投資CF比率t,財務CF比率t,FCFt
京王電鉄,1,1.157603911,347133,299872,315439,433669,0.950649729,0.72737272,906212,563925,342286,740,5585,28222,-14318,-23264,0.00246772,0.006163017,0.016316764,0.330907117,0.622288162,0.094113488,-0.047747039,-0.077579767,13904
京成電鉄,1,1.17828509,252338,214157,207761,274796,1.030785374,0.756055401,900346,512641,387705,-5201,-4438,28831,-33764,1236,-0.024285921,-0.004929216,-0.011446847,0.237860778,0.569382215,0.134625532,-0.157660034,0.005771467,-4933
富士急行,1,1.223498561,42924,35083,30451,52290,1.152113231,0.582348441,98336,73753,24582,761,376,6398,-4105,-2978,0.021691417,0.003823625,0.015295745,0.356766596,0.750010169,0.182367528,-0.117008238,-0.084884417,2293
東日本旅客鉄道,1,1.215552356,2405538,1978967,1764584,2946639,1.121492091,0.598846347,9091424,6673313,2418110,-153938,-94948,190506,-526358,304642,-0.077787047,-0.010443688,-0.039265377,0.217674041,0.734022855,0.096265375,-0.265976138,0.153939909,-335852
西日本旅客鉄道,1,1.353435108,1395531,1031103,920046,1508201,1.120708095,0.610028769,3702421,2628209,1074211,-119091,-113198,-86468,-188711,384685,-0.115498646,-0.030574049,-0.105377808,0.278494261,0.709862277,-0.083859711,-0.183018573,0.37308106,-275179
東海旅客鉄道,1,1.497408407,1400285,935139,823517,1844647,1.135543043,0.446436093,9450519,5841267,3609252,1708,-51928,71746,-153049,-19178,0.001826466,-0.005494725,-0.014387469,0.098951073,0.618089546,0.076722284,-0.163664439,-0.020508181,-81303
西武ホールディングス,0,1.079703973,428487,396856,337061,554590,1.177401123,0.607766097,1703442,1316225,387217,-13216,10623,58563,18647,-19070,-0.033301752,0.006236197,0.027434229,0.232973004,0.772685539,0.14756738,0.046986816,-0.048052694,77210
鴻池運輸,0,1.034731048,311840,301373,292348,310834,1.030870743,0.940527741,257764,144472,113291,10288,7988,16749,-6424,-15441,0.034137099,0.030989587,0.07050869,1.169181887,0.560481681,0.055575649,-0.021315778,-0.051235512,10325
西日本鉄道,1,1.157983327,494643,427159,346121,389446,1.234131994,0.888752228,734500,555416,179084,10451,9873,30591,-10344,-1676,0.024466299,0.013441797,0.055130553,0.581564329,0.756182437,0.071615019,-0.024215807,-0.003923598,20247
ハマキョウレックス,0,1.054503014,131912,125094,118876,122471,1.052306605,0.970646112,135672,54079,81592,11114,7117,13600,-6033,-4189,0.088845188,0.052457397,0.087226689,0.922032549,0.398601038,0.108718244,-0.048227733,-0.033486818,7567
サカイ引越センター,0,1.054599361,109556,103884,100333,100859,1.035392144,0.994784799,103542,27593,75948,10790,6711,7916,-3073,-3751,0.10386585,0.064814278,0.088363091,1.003303007,0.266490893,0.076200377,-0.029581071,-0.036107582,4843
近鉄グループホールディングス,1,2.257375143,1561002,691512,697203,1194244,0.991837385,0.583802807,1895770,1474009,421760,3864,42755,57548,44264,-102918,0.005587756,0.022552841,0.101372819,0.364765768,0.777525227,0.083220537,0.064010458,-0.148830389,101812
阪急阪神ホールディングス,1,1.297611821,968300,746217,568900,762650,1.311683951,0.745951616,2722841,1807477,915363,39212,21418,81844,-96442,15141,0.052547717,0.007866049,0.023398368,0.274058235,0.663820252,0.109678552,-0.129241226,0.020290344,-14598
南海電気鉄道,0,1.096569257,221280,201793,190813,228015,1.057543249,0.836844067,920976,660260,260716,12190,4021,41879,-19669,-27026,0.060408438,0.00436602,0.015422912,0.219107773,0.716913361,0.207534454,-0.097471171,-0.133929324,22210
京阪ホールディングス,0,1.007562433,260070,258118,253419,317103,1.018542414,0.799169355,737261,481384,255876,13408,9589,21673,-17641,-10264,0.051945234,0.013006249,0.037475183,0.350103966,0.652935663,0.083965473,-0.068344711,-0.039764759,4032
神戸電鉄,0,1.039187016,21321,20517,20231,22751,1.014136721,0.889235638,92351,71724,20626,1065,519,2809,-1073,-1840,0.051908174,0.005619863,0.025162416,0.222163268,0.776645624,0.136910854,-0.052298094,-0.089681727,1736
名古屋鉄道,1,1.123411398,551504,490919,481645,622916,1.019254845,0.773210192,1186897,775765,411132,2932,9370,39320,-39027,-3339,0.005972472,0.007894535,0.022790734,0.413615503,0.653607685,0.08009468,-0.07949784,-0.006801529,293
山陽電気鉄道,1,1.139439548,38913,34151,43490,51633,0.78526098,0.842290783,108755,61783,46971,1499,5967,6142,-4174,791,0.043893297,0.054866443,0.127035831,0.314017746,0.568093421,0.179848321,-0.122221897,0.02316184,1968
アルプス物流,0,1.064587836,121165,113814,100562,100741,1.1317794,0.998223166,92020,32311,59709,6021,3598,7525,-3100,-3042,0.052902103,0.039100196,0.060258922,1.236839817,0.351130189,0.066116646,-0.027237422,-0.026727819,4425
トランコム,0,1.02930349,167760,162984,152285,163463,1.070256427,0.931617553,69786,22072,47714,7990,5291,7239,-5605,-1804,0.049023217,0.075817499,0.110889886,2.335482762,0.316281203,0.044415403,-0.034389879,-0.011068571,1634
ヤマトホールディングス,0,1.003930603,1800668,1793618,1695867,1630146,1.057640723,1.040316021,1086854,488621,598233,77199,55956,52016,-58943,-54456,0.043040937,0.051484376,0.093535462,1.650284215,0.449573724,0.029000601,-0.032862627,-0.03036098,-6927
山九,0,1.045853338,579226,553831,533870,569461,1.037389252,0.937500549,462467,213742,248725,34465,22636,43692,-14938,-24491,0.062230175,0.048946195,0.091008142,1.19755788,0.462177842,0.078890492,-0.026972127,-0.044221071,28754
日新,0,1.00760772,194165,192699,155915,197387,1.23592342,0.789894978,144898,70491,74406,9098,6365,9540,-3586,-5438,0.04721353,0.043927452,0.085544177,1.329894132,0.486487046,0.049507263,-0.018609334,-0.028220178,5954
丸全昭和運輸,0,1.029309463,140861,136850,121136,122801,1.129721965,0.986441478,170919,62404,108514,11820,8579,12239,-11007,2672,0.08637194,0.050193366,0.079058923,0.800671663,0.365108619,0.089433687,-0.080431129,0.019525027,1232
センコーグループホールディング,1,1.117387934,696288,623139,572405,570030,1.088633048,1.004166447,480818,319963,160854,24771,15233,31885,-46141,5773,0.039751965,0.031681426,0.094700785,1.295997654,0.665455536,0.051168359,-0.07404608,0.009264386,-14256
トナミホールディングス,0,1.048455611,141920,135361,134695,138167,1.004944504,0.974870989,154263,73342,80920,7369,5110,9826,-3050,-4328,0.05443961,0.033125247,0.063148789,0.877468998,0.475434809,0.072591071,-0.022532339,-0.031973759,6776
ニッコンホールディングス,0,1.070206249,212071,198159,182536,199512,1.085588596,0.914912386,339475,120440,219035,19512,14741,28985,-31567,759,0.098466383,0.043422932,0.067299747,0.583721924,0.354783121,0.146271428,-0.159301369,0.003830258,-2582
福山通運,0,1.007182438,293358,291266,285518,292999,1.020131831,0.97446749,478147,221843,256304,22091,16763,32139,-16777,-12520,0.07584476,0.035058256,0.065402803,0.609155762,0.463964011,0.110342436,-0.057600269,-0.042984763,15362
セイノーホールディングス,0,1.039249116,631507,607657,592046,625626,1.026367884,0.94632576,685266,251746,433520,27545,17255,45527,-31794,-7881,0.045329849,0.025180003,0.039802085,0.886746169,0.367369751,0.074922201,-0.05232228,-0.012969488,13733
神奈川中央交通,0,1.062264132,103865,97777,90915,112702,1.075477094,0.806684886,146906,93746,53160,1008,1838,11753,-4237,-6726,0.010309173,0.012511402,0.034574868,0.665575266,0.638135951,0.120202093,-0.043333299,-0.068789184,7516
ＡＺ－ＣＯＭ丸和ホールディング,1,1.33706015,177829,133000,112113,98348,1.186303105,1.139962175,88391,57447,30943,8649,6125,6087,-5240,799,0.065030075,0.069294385,0.197944608,1.504678078,0.649919109,0.045766917,-0.039398496,0.006007519,847
Ｃ＆Ｆロジホールディングス,0,1.022386983,113350,110868,110449,110676,1.003793606,0.997948968,88559,42861,45697,4482,3316,8859,-8399,-2184,0.040426453,0.037443964,0.072564939,1.251911155,0.48398243,0.079905834,-0.075756756,-0.019699102,460
日本郵船,1,1.147007486,2616066,2280775,1608414,1668355,1.418027324,0.964071795,3080023,1320949,1759073,268939,1009105,507762,-148571,-237535,0.117915621,0.327629047,0.573657262,0.740505834,0.428876343,0.222626958,-0.065140577,-0.104146617,359191
商船三井,1,1.269968723,1611984,1269310,991426,1155404,1.280287182,0.858077348,2686701,1351835,1334866,55005,708819,307637,-107450,-191784,0.043334568,0.26382504,0.531003861,0.472441853,0.503157962,0.242365537,-0.084652291,-0.151093114,200187
川崎汽船,1,1.245214225,942606,756983,625486,735284,1.210231724,0.850672665,1574960,590077,984882,17663,642424,226460,-5848,-116001,0.023333417,0.407898613,0.652285248,0.480636334,0.374661579,0.299161276,-0.007725405,-0.153241222,220612
ＮＳユナイテッド海運,1,1.280104725,250825,195941,138454,148415,1.415206495,0.932884142,274871,156682,118189,26711,23582,32881,139,-29915,0.136321648,0.085792972,0.199527875,0.712847117,0.570020119,0.167810719,0.000709397,-0.152673509,33020
飯野海運,1,1.357579251,141324,104100,88916,89179,1.170767916,0.997050875,247130,155797,91333,7524,12526,15782,-3115,-14824,0.072276657,0.050685874,0.137146486,0.421235787,0.630425282,0.151604227,-0.029923151,-0.142401537,12667
九州旅客鉄道,1,1.16300637,383242,329527,293914,432644,1.121168097,0.679343756,951980,562955,389024,3944,13250,56460,-95729,52539,0.01196867,0.01391836,0.034059595,0.346149079,0.591351709,0.171336491,-0.290504268,0.159437618,-39269
ＳＧホールディングス,0,0.903192886,1434609,1588375,1312085,1173498,1.210573248,1.118097347,921793,409890,511902,155713,106733,81822,-45270,-25372,0.098032895,0.115788469,0.208502799,1.723136322,0.444665993,0.051513024,-0.028500826,-0.015973558,36552
日本航空,1,2.014886197,1375589,682713,481225,1385914,1.418698114,0.34722573,2375724,1529657,846067,-234767,-177551,-103545,-173769,359280,-0.343873634,-0.074735533,-0.209854539,0.287370503,0.643869827,-0.151666952,-0.254527159,0.526253345,-277314
ＡＮＡホールディングス,1,1.673472348,1707484,1020324,728683,1974216,1.400230278,0.369099936,3218433,2415018,803415,-173127,-143628,-76413,230019,93646,-0.169678455,-0.044626686,-0.178771868,0.317025086,0.750370755,-0.074890917,0.225437214,0.09178065,153606
ＫＰＰグループホールディングス,1,1.170819326,659656,563414,430404,381397,1.309035232,1.128493407,290707,234332,56374,9379,7497,4821,-2678,-11803,0.016646729,0.025788853,0.132986838,1.938081986,0.806076221,0.008556763,-0.004753166,-0.020949071,2143
三菱倉庫,1,1.168580648,300594,257230,213729,229057,1.203533447,0.933082159,562187,214427,347759,18144,17892,36216,-29221,-16518,0.070536096,0.031825709,0.051449423,0.45755238,0.381415792,0.140792287,-0.113598725,-0.064214905,6995
三井倉庫ホールディングス,0,0.999382105,300836,301022,253559,241080,1.187187203,1.0517629,258297,169666,88631,25939,14503,23123,-7049,-17218,0.086169782,0.056148542,0.163633492,1.165410361,0.656863998,0.076814984,-0.023416893,-0.057198477,16074
住友倉庫,0,0.967540968,223948,231461,192024,191721,1.20537537,1.001580422,373720,159774,213945,27748,19703,31418,-5879,-10267,0.119881967,0.052721289,0.092093762,0.619343359,0.427523279,0.13573777,-0.025399527,-0.044357365,25539
渋沢倉庫,0,1.094193405,78504,71746,65328,66831,1.098242714,0.977510437,108991,55336,53655,4516,5257,6033,-868,-3686,0.062944276,0.04823334,0.097977821,0.658274536,0.507711646,0.084088312,-0.012098235,-0.051375686,5165
ヤマタネ,0,1.092483695,51090,46765,48690,54759,0.960464161,0.889168904,123425,77867,45558,3002,1832,4242,-9725,-3585,0.064193307,0.014843022,0.040212476,0.378894065,0.630885153,0.090708863,-0.207954667,-0.076659895,-5483
日本トランスシティ,1,1.148291221,134063,116750,101173,101620,1.153964002,0.99560126,129886,57107,72778,6669,5597,7261,-2518,-3593,0.057122056,0.043091634,0.076905109,0.898865159,0.439670172,0.062192719,-0.021567452,-0.030775161,4743
中央倉庫,0,1.080982826,25869,23931,25927,26475,0.923014618,0.979301228,53306,12056,41249,1866,1352,2256,-1921,-516,0.077974176,0.025362999,0.032776552,0.44893633,0.22616591,0.094271029,-0.08027245,-0.021561991,335
安田倉庫,1,1.126621418,59756,53040,47709,46649,1.111739923,1.022722888,159082,84165,74916,2910,2873,4710,-6859,11426,0.054864253,0.018059868,0.038349618,0.333412957,0.529066771,0.088800905,-0.129317496,0.215422323,-2149
上組,0,1.047607583,274139,261681,268290,278815,0.975366208,0.962250955,434734,66816,367917,28524,20861,37036,-3804,-9779,0.109002946,0.047985665,0.056700288,0.601933596,0.153693983,0.141531101,-0.014536783,-0.037369928,33232
ＴＢＳホールディングス,0,1.027524011,368130,358269,325682,356796,1.100057725,0.912796108,1201632,318629,883002,20346,32008,-2853,-8154,-8164,0.056789731,0.026637107,0.036249069,0.298152013,0.265163544,-0.00796329,-0.022759435,-0.022787347,-11007
日本テレビホールディングス,0,1.018661647,413979,406395,391335,426599,1.038483652,0.91733689,1060169,209343,850825,58682,47431,58503,-70534,-9384,0.144396462,0.044739093,0.055747069,0.383330394,0.197461914,0.143956003,-0.173560206,-0.023090835,-12031
朝日放送グループホールディング,0,1.022655699,87028,85100,78344,82937,1.086235066,0.944620616,123788,53290,70497,4203,2671,4689,-4276,543,0.049388954,0.021577213,0.037888137,0.687465667,0.430494071,0.055099882,-0.050246769,0.006380729,413
テレビ朝日ホールディングス,0,1.021087852,304566,298276,264557,293638,1.127454575,0.900963091,498808,105593,393215,21431,20999,30126,7625,-4563,0.071849562,0.042098362,0.053403354,0.597977579,0.211690671,0.101000416,0.025563572,-0.015297912,37751
スカパーＪＳＡＴホールディング,0,1.012596964,121139,119632,139572,139541,0.857134669,1.000222157,378166,135089,243077,18862,14579,36507,-7737,-16405,0.157666845,0.038551853,0.05997688,0.316347847,0.357221432,0.305160827,-0.064673332,-0.137128862,28770
テレビ東京ホールディングス,0,1.019538056,150963,148070,139084,145173,1.064608438,0.958056939,134076,44240,89836,8584,6024,13499,-1349,-4793,0.057972581,0.044929741,0.067055523,1.104373639,0.329962111,0.09116634,-0.009110556,-0.032369825,12150
日本通信,1,1.310746655,6074,4634,3497,3510,1.325135831,0.996296296,1944,1159,785,279,294,21,-271,150,0.060207164,0.151234568,0.374522293,2.383744856,0.596193416,0.004531722,-0.058480794,0.032369443,-250
日本電信電話,0,1.080594848,13136194,12156447,11943966,11899415,1.01778982,1.003743966,23862241,14844109,9018132,1768593,1181083,3010257,-1699152,-1438130,0.145486012,0.049495896,0.130967588,0.509442805,0.622075228,0.247626383,-0.139773735,-0.118301836,1311105
ＫＤＤＩ,0,1.04131927,5671762,5446708,5312599,5237221,1.025243577,1.014392748,11084379,5573715,5510663,1060592,672486,1468648,-761593,-727257,0.194721656,0.060669705,0.122033592,0.491385941,0.502844138,0.269639569,-0.139826295,-0.133522304,707055
ソフトバンク,0,1.038904995,5911999,5690606,5205537,4861247,1.093183278,1.070823392,13097464,9884733,3212731,965553,517075,1215918,-957693,-305072,0.169674899,0.039479017,0.160945625,0.434481515,0.754705873,0.213671092,-0.168293676,-0.053609756,258225
光通信,1,1.123824449,643984,573029,559429,524570,1.024310502,1.066452523,1451310,951932,499377,83567,87537,51028,-95990,50090,0.145833806,0.060315853,0.175292414,0.3948357,0.655912245,0.089049594,-0.167513337,0.087412679,-44962
ＫＡＤＯＫＡＷＡ,1,1.154700553,255429,221208,209947,204653,1.053637347,1.025868177,325319,149578,175740,18519,14078,21708,-7940,26690,0.083717587,0.043274448,0.080106976,0.679972581,0.4597887,0.098133883,-0.035893819,0.120655672,13768
ゼンリン,0,0.997967927,58933,59053,57225,59771,1.03194408,0.957404092,79164,30417,48746,2670,3658,8201,-3784,-4629,0.045213622,0.046207872,0.075042055,0.745957759,0.384227679,0.138875248,-0.064078032,-0.078387211,4417
東京電力ホールディングス,1,1.468702,7798696,5309924,5866824,6241422,0.905076409,0.939981946,12838398,9631339,3207059,46230,2916,406493,-559791,560596,0.008706339,0.000227131,0.000909244,0.413597086,0.750197883,0.07655345,-0.105423543,0.105575146,-153298
中部電力,1,1.473730963,3986681,2705162,2935409,3065954,0.921562208,0.957421083,6174734,4051461,2123272,-53830,-43022,21688,-262021,266403,-0.019898993,-0.006967426,-0.020262124,0.438101787,0.656135309,0.008017265,-0.096859634,0.0984795,-240333
関西電力,1,1.385705079,3951884,2851894,3092398,3184259,0.922227346,0.97115153,8656430,6950873,1705557,99325,85835,410315,-532630,318769,0.034827732,0.00991575,0.050326667,0.329453828,0.802972241,0.143874562,-0.186763603,0.111774491,-122315
中国電力,1,1.490879306,1694602,1136646,1307498,1347352,0.869329054,0.970420499,3566947,2958502,608445,-60744,-39705,310,-206387,212581,-0.053441441,-0.011131368,-0.065256515,0.318660748,0.829421351,0.000272732,-0.181575442,0.187024808,-206077
北陸電力,1,1.332127099,817601,613756,639445,628039,0.959826099,1.018161293,1660038,1316757,343280,-16415,-6762,30950,-111044,52785,-0.026745156,-0.004073401,-0.019698206,0.369724067,0.793208951,0.050427206,-0.180925319,0.086003233,-80094
東北電力,1,1.428975199,3007204,2104448,2286803,2246369,0.92025767,1.017999714,4725651,3946670,778980,-28737,-108362,97188,-322163,293243,-0.013655362,-0.022930597,-0.139107551,0.445324464,0.835159008,0.046182182,-0.1530867,0.139344379,-224975
四国電力,1,1.297929116,833203,641948,719231,733187,0.892547735,0.980965293,1500744,1185447,315297,-13517,-6262,49841,-125102,82261,-0.021056223,-0.004172597,-0.019860639,0.427753168,0.789906207,0.077640245,-0.194878713,0.128142778,-75261
九州電力,1,1.274185314,2221300,1743310,1521977,2013050,1.145424668,0.75605524,5342350,4666012,676337,48624,6873,257811,-320879,79428,0.027891769,0.001286512,0.010162094,0.326318942,0.873400657,0.147885918,-0.184063075,0.045561604,-63068
